e3c4df1,,23,0,2
10e44a2,,45,0,1
b997d4c,,49,1,1
e835b4d,,61,0,2
45a7e93,,320427,0,300
3ec2d71,,18,5,1
018db81,,10,6,1
cdce09c,,2,2,1
7dbcfa3,,48,0,3
8357c55,,17,6,1
8180f5d,,2,2,1
83676c6,,4,4,1
e223903,,5,4,1
a57ed3f,,8,3,1
586ed14,,16,16,1
3e5ff6a,,5,5,1
840c6b5,,109,76,3
2745932,,10,8,1
94cd1be,,2,2,1
40fc37a,,6,8,1
279759b,,2,2,1
bfb8d37,,2,2,1
2012df5,,2,2,1
2882549,,2,2,1
b75a32b,,212,122,2
8cc71c9,,12,4,1
eeb2170,,3,3,1
0c970b0,,582,281,8
7228f62,,3,3,1
829b3ff,,54637,4,39
b01d159,,0,54632,37
5412b5e,,2,0,1
bb243d0,,0,0,1
72b2cbb,,1,0,1
05b0fb6,,0,1,1
256b736,,0,0,0
ecec9b7,,6,0,1
da103a3,,2,0,2
3c55528,,2,1,1
0236ad8,,29144,2,300
194191e,,19463,27,300
ab528d6,,163,441,159
272f049,,0,0,1
d5fdea2,,2,2,1
acd9706,,81788,16597,300
f1282bb,,0,2283,9
5e38be5,,25,877,3
47bb8db,,1,1,1
35dce09,,1,0,1
258f078,,1,1,1
c4c92f0,,2,0,1
d62a519,,2148,0,3
d7299c0,,4,0,1
87f26ad,,10,0,1
174d0ba,,207,0,1
5bfdbb9,,2,2,1
f93b62e,,1,0,1
1ad7eaf,,140,0,2
a1fe25b,,255,0,1
d14ea21,,604,0,1
2bc2e6f,,2,0,1
8c1dcac,,247,0,5
a191bf6,,11,11,2
98b9eae,,4,4,1
a5015a3,,3,3,1
600ffd2,,1,1,1
cea92bc,,1,1,1
df5278d,,1,1,1
8f84044,,2,2,1
504f58f,,2,2,1
59e691b,,1,1,1
86f8ede,,0,0,3
df4008f,,3,3,1
017492b,,321,129,5
b4872c9,,1,1,1
105999a,,4,4,1
b357c71,,2,2,1
dca5193,,2,2,1
1457052,,2,2,1
f5c3b62,,3,3,1
0904bc7,,1,1,1
5d64a3d,,1,1,1
4779a41,,1,1,1
7515328,,1,1,1
1e9cbab,,1,1,1
dd690f6,,1,1,1
0ae11a2,,1,1,1
4a12ba3,,9,7,3
ffa4b54,,5,3,2
3108e42,,131,106,6
f1d4036,,2,2,1
baee9e3,,38,0,1
5b81be5,,1,1,1
cfd230c,,429,0,3
1572231,,192,0,1
c8e4e17,,79,3,2
8eb066d,,27,7,1
bbd9667,,62,85,1
d4fa69f,,9,6,1
c799f1f,,2,4,1
ae47911,,8,12,5
8763445,,14,0,1
5ff9fc5,,6,1,1
086ef4c,,1,1,1
30bdc5a,,2,1,1
26b4525,,3,5,1
decfa40,,16,11,2
501543f,,26,26,1
ed9fa4a,,3,3,1
ee3c532,,6,5,1
e8ae47d,,4,4,1
5ac426a,,294,0,4
ba31378,,292,0,3
1cc61ec,,3,2,2
8570638,,19,0,3
390376d,,283,0,2
3e6242e,,43,23,2
711ccfe,,3,3,1
991941e,,934,0,21
1bb5e8c,,1,1,1
26f1b09,,4,6,1
0161ff9,,10,11,1
9bfa80b,,7,28,1
e7e9738,,4,1,1
c18016d,,4,1,1
a7d8c18,,2,1,1
b2ecd8e,,2,3,1
6883387,,32,21,1
4eacc13,,4,4,1
30baa84,,30,31,1
bf1f279,,2,2,1
662e227,,1,0,1
f437943,,89801,0,300
2fa4650,,1,1,1
8051f7a,,1,0,1
16d2d68,,29147,0,34
27b1053,,473616,24217,300
ffbf479,,185,124,8
e7860e8,,0,478606,300
5f5c84a,,478813,0,300
d4781b4,,5,209,2
c276bab,,118,51,4
e702a8a,,2,0,2
fefb1c2,,0,0,1
d35acd2,,2,0,1
df61c58,,0,2,1
8268e16,,487376,0,300
b74d164,,3,7951,2
2c44cbf,,10,5,5
9fc5d46,,484428,0,300
743b9fb,,1,1,1
8dbdab7,,197,0,1
59304ba,,193,193,1
141224d,,113376,0,28
be95a1e,,53946,94200,5
718646e,,0,0,1
c26fbe7,,64685,66782,7
29d87d7,,75,58,4
018932e,,1,1,1
70db4ca,,21861,21861,2
ad6261f,,0,0,1
06de14c,,1,1,1
84a3e2f,,3,64652,5
f7f8c81,,1,0,1
569acea,,2,2,2
8a7ef8a,,4,64652,5
f698bcd,,2,2,1
9442457,,177,46,7
53ae748,,1,0,1
a521e48,,177,46,7
937e991,,63802,0,16
70122e0,,26948,62442,40
ad95d31,,347,71,3
c604f44,,1,10,3
be3e55f,,1,308,2
065bc0d,,1,0,1
ae22281,,1,0,1
d8ffa2a,,1,1,1
f42d32c,,2,1,2
eba1a6e,,1,1,1
1faf4d7,,13,1,1
03ccdc2,,4,7,1
6d8ba39,,1,0,1
cdd72a5,,25418,0,33
fbb7611,,17,1,1
1af15ee,,0,2,1
9bbcbfc,,2,2,1
0c279e4,,1,0,1
4e8700c,,204,32,5
b159da9,,68,63,4
c226013,,1199,8,18
937e991,,63802,0,16
70122e0,,26948,62442,40
ad95d31,,347,71,3
c604f44,,1,10,3
be3e55f,,1,308,2
065bc0d,,1,0,1
ae22281,,1,0,1
d8ffa2a,,1,1,1
ed20d6d,,295,180,7
9c46be0,,15,3,5
5279c5c,,1,1,2
2b19f77,,43097,21,5
356cb29,,1,1,1
f4c7233,,0,43078,1
05090f0,,8,5,1
7d4ec90,,2,2,1
0a27391,,5,3,1
82a0917,,3,3,1
35f1709,,30,34,4
2a3fcba,,2,2,1
